image_name,filter_type,filter_name,kernel_size,padding,runtime,file_name
foetus,combined,gaussian,13,constant,-1,./results/edge/foetus/gaussian/combined/13-constant-nXsrWZEv.png
foetus,magnitude,gaussian,15,constant,-1,./results/edge/foetus/gaussian/magnitude/15-constant-UPgMLcuw.png
foetus,direction,gaussian,15,constant,-1,./results/edge/foetus/gaussian/direction/15-constant-mCSucraE.png
foetus,combined,gaussian,15,constant,-1,./results/edge/foetus/gaussian/combined/15-constant-gjSKJcLg.png
foetus,magnitude,box,3,constant,-1,./results/edge/foetus/box/magnitude/3-constant-yqpMeCIl.png
foetus,direction,box,3,constant,-1,./results/edge/foetus/box/direction/3-constant-fHAXxPUY.png
foetus,combined,box,3,constant,-1,./results/edge/foetus/box/combined/3-constant-apnVOvHV.png
foetus,magnitude,box,5,constant,-1,./results/edge/foetus/box/magnitude/5-constant-SqYtbWht.png
foetus,direction,box,5,constant,-1,./results/edge/foetus/box/direction/5-constant-rDtqwrPg.png
foetus,combined,box,5,constant,-1,./results/edge/foetus/box/combined/5-constant-gDqvRkqG.png
foetus,magnitude,box,7,constant,-1,./results/edge/foetus/box/magnitude/7-constant-SVNxSWhf.png
foetus,direction,box,7,constant,-1,./results/edge/foetus/box/direction/7-constant-uIWJHMyW.png
foetus,combined,box,7,constant,-1,./results/edge/foetus/box/combined/7-constant-ycWIDkJt.png
foetus,magnitude,box,9,constant,-1,./results/edge/foetus/box/magnitude/9-constant-nONSNFXd.png
foetus,direction,box,9,constant,-1,./results/edge/foetus/box/direction/9-constant-rIlaycCT.png
foetus,combined,box,9,constant,-1,./results/edge/foetus/box/combined/9-constant-oybNnrhl.png
foetus,magnitude,box,11,constant,-1,./results/edge/foetus/box/magnitude/11-constant-lXGQvfBL.png
foetus,direction,box,11,constant,-1,./results/edge/foetus/box/direction/11-constant-YOUfKkZU.png
foetus,combined,box,11,constant,-1,./results/edge/foetus/box/combined/11-constant-KzlykUzF.png
foetus,magnitude,box,13,constant,-1,./results/edge/foetus/box/magnitude/13-constant-JbvjGVba.png
foetus,direction,box,13,constant,-1,./results/edge/foetus/box/direction/13-constant-uaCULlRX.png
foetus,combined,box,13,constant,-1,./results/edge/foetus/box/combined/13-constant-HZUOErKe.png
foetus,magnitude,box,15,constant,-1,./results/edge/foetus/box/magnitude/15-constant-ZdPtmUnB.png
foetus,direction,box,15,constant,-1,./results/edge/foetus/box/direction/15-constant-XABHYWEO.png
foetus,combined,box,15,constant,-1,./results/edge/foetus/box/combined/15-constant-GzrcpQra.png
foetus,magnitude,butterworth_low_pass,3,constant,-1,./results/edge/foetus/butterworth_low_pass/magnitude/3-constant-UVSJMXbo.png
foetus,direction,butterworth_low_pass,3,constant,-1,./results/edge/foetus/butterworth_low_pass/direction/3-constant-KpRgmtez.png
foetus,combined,butterworth_low_pass,3,constant,-1,./results/edge/foetus/butterworth_low_pass/combined/3-constant-pRJoSrrK.png
foetus,magnitude,butterworth_low_pass,5,constant,-1,./results/edge/foetus/butterworth_low_pass/magnitude/5-constant-xlWXVVRs.png
foetus,direction,butterworth_low_pass,5,constant,-1,./results/edge/foetus/butterworth_low_pass/direction/5-constant-TxzgcBFf.png
foetus,combined,butterworth_low_pass,5,constant,-1,./results/edge/foetus/butterworth_low_pass/combined/5-constant-HRsvPxjE.png
foetus,magnitude,butterworth_low_pass,7,constant,-1,./results/edge/foetus/butterworth_low_pass/magnitude/7-constant-iXDJWnfS.png
foetus,direction,butterworth_low_pass,7,constant,-1,./results/edge/foetus/butterworth_low_pass/direction/7-constant-qsIXdizH.png
foetus,combined,butterworth_low_pass,7,constant,-1,./results/edge/foetus/butterworth_low_pass/combined/7-constant-iWZOaRjT.png
foetus,magnitude,butterworth_low_pass,9,constant,-1,./results/edge/foetus/butterworth_low_pass/magnitude/9-constant-YIwHIXkW.png
foetus,direction,butterworth_low_pass,9,constant,-1,./results/edge/foetus/butterworth_low_pass/direction/9-constant-amwGNwlT.png
foetus,combined,butterworth_low_pass,9,constant,-1,./results/edge/foetus/butterworth_low_pass/combined/9-constant-FwTrJmEt.png
foetus,magnitude,butterworth_low_pass,11,constant,-1,./results/edge/foetus/butterworth_low_pass/magnitude/11-constant-qjMnvByf.png
foetus,direction,butterworth_low_pass,11,constant,-1,./results/edge/foetus/butterworth_low_pass/direction/11-constant-tOgXfNGI.png
foetus,combined,butterworth_low_pass,11,constant,-1,./results/edge/foetus/butterworth_low_pass/combined/11-constant-PtGDbCch.png
foetus,magnitude,butterworth_low_pass,13,constant,-1,./results/edge/foetus/butterworth_low_pass/magnitude/13-constant-fJYJuWiW.png
