image_name,filter_type,filter_name,kernel_size,padding,runtime,file_name
NZjers1,linear,geometric_mean,13,constant,1188937600,./results/filter/NZjers1/geometric_mean/13-constant-KIXUtiMy.png
NZjers1,linear,geometric_mean,15,constant,1263736100,./results/filter/NZjers1/geometric_mean/15-constant-sojvzaRd.png
NZjers1,linear,harmonic_mean,3,constant,3187167100,./results/filter/NZjers1/harmonic_mean/3-constant-eTRlVoUb.png
NZjers1,linear,harmonic_mean,5,constant,3230860700,./results/filter/NZjers1/harmonic_mean/5-constant-ZEDTuuXZ.png
NZjers1,linear,harmonic_mean,7,constant,3199122200,./results/filter/NZjers1/harmonic_mean/7-constant-IwEXqwDa.png
NZjers1,linear,harmonic_mean,9,constant,3189139500,./results/filter/NZjers1/harmonic_mean/9-constant-yCJvXdOw.png
NZjers1,linear,harmonic_mean,11,constant,3209875900,./results/filter/NZjers1/harmonic_mean/11-constant-rMkwrxwH.png
NZjers1,linear,harmonic_mean,13,constant,3196765700,./results/filter/NZjers1/harmonic_mean/13-constant-DFfXPFzC.png
NZjers1,linear,harmonic_mean,15,constant,3240216900,./results/filter/NZjers1/harmonic_mean/15-constant-bgaepQXa.png
NZjers1,linear,contra_harmonic_mean,3,constant,10552253300,./results/filter/NZjers1/contra_harmonic_mean/3-constant-HdmwgTVD.png
NZjers1,linear,contra_harmonic_mean,5,constant,10932796300,./results/filter/NZjers1/contra_harmonic_mean/5-constant-wnstjNzi.png
NZjers1,linear,contra_harmonic_mean,7,constant,11082089400,./results/filter/NZjers1/contra_harmonic_mean/7-constant-PZWEMDQQ.png
NZjers1,linear,contra_harmonic_mean,9,constant,10917818700,./results/filter/NZjers1/contra_harmonic_mean/9-constant-GxvSpFQl.png
NZjers1,linear,contra_harmonic_mean,11,constant,11026103500,./results/filter/NZjers1/contra_harmonic_mean/11-constant-yNfeFaHf.png
NZjers1,linear,contra_harmonic_mean,13,constant,11321094500,./results/filter/NZjers1/contra_harmonic_mean/13-constant-bgveEBPc.png
NZjers1,linear,contra_harmonic_mean,15,constant,11822467600,./results/filter/NZjers1/contra_harmonic_mean/15-constant-XXWYviXV.png
NZjers1,nonlinear,median,3,constant,4001819600,./results/filter/NZjers1/median/3-constant-AsHDApRR.png
NZjers1,nonlinear,median,5,constant,3987965900,./results/filter/NZjers1/median/5-constant-GjbIwJSL.png
NZjers1,nonlinear,median,7,constant,4106941900,./results/filter/NZjers1/median/7-constant-zzNaFEqx.png
NZjers1,nonlinear,median,9,constant,4053543900,./results/filter/NZjers1/median/9-constant-rUTfLsFp.png
NZjers1,nonlinear,median,11,constant,3915026000,./results/filter/NZjers1/median/11-constant-LTSOMssk.png
NZjers1,nonlinear,median,13,constant,4015393400,./results/filter/NZjers1/median/13-constant-CcqAvwQP.png
NZjers1,nonlinear,median,15,constant,4106638200,./results/filter/NZjers1/median/15-constant-chMOpqzz.png
NZjers1,nonlinear,adaptive_weighted_median,3,constant,13734821200,./results/filter/NZjers1/adaptive_weighted_median/3-constant-kjaoIxXR.png
NZjers1,nonlinear,adaptive_weighted_median,5,constant,14726830900,./results/filter/NZjers1/adaptive_weighted_median/5-constant-qhoREQIa.png
NZjers1,nonlinear,adaptive_weighted_median,7,constant,15473473400,./results/filter/NZjers1/adaptive_weighted_median/7-constant-OzeiIzKI.png
NZjers1,nonlinear,adaptive_weighted_median,9,constant,16889625000,./results/filter/NZjers1/adaptive_weighted_median/9-constant-kvgXqAsE.png
NZjers1,nonlinear,adaptive_weighted_median,11,constant,18559533600,./results/filter/NZjers1/adaptive_weighted_median/11-constant-VVvFRrjZ.png
NZjers1,nonlinear,adaptive_weighted_median,13,constant,20238172700,./results/filter/NZjers1/adaptive_weighted_median/13-constant-bFJNcWTS.png
NZjers1,nonlinear,adaptive_weighted_median,15,constant,22052451600,./results/filter/NZjers1/adaptive_weighted_median/15-constant-kDXsrKda.png
NZjers1,nonlinear,truncated_median,3,constant,9657904700,./results/filter/NZjers1/truncated_median/3-constant-XNQISfBK.png
NZjers1,nonlinear,truncated_median,5,constant,9707031700,./results/filter/NZjers1/truncated_median/5-constant-wSYAbELh.png
